formula,aic,rSquare,warn
route ~ + income + modelYear + travelTime,55.18057417,0.08024,
route ~ + children + income + modelYear + seatBelts + travelTime,58.52815561,0.09296,
route ~ + age + origin + seatBelts + travelTime,56.92019719,0.08532,
route ~ + maritalStatus + modelYear + origin + sex + travelTime,58.60551384,0.09145,
route ~ + age + maritalStatus + seatBelts + sex,56.89367762,0.08583,
route ~ + children + income + modelYear + origin,56.85339437,0.08662,
route ~ + children + modelYear + origin + sex + travelTime,58.57747958,0.092,
route ~ + income + modelYear + origin + seatBelts + travelTime,58.70576683,0.0895,
route ~ + income + maritalStatus + modelYear + sex + travelTime,58.59995919,0.09156,
route ~ + age + travelTime,53.36082301,0.07673,
route ~ + age + maritalStatus + seatBelts,55.10427562,0.08173,
route ~ + children + income + modelYear + sex + travelTime,58.58164359,0.09192,
route ~ + modelYear + origin + sex + travelTime,56.90654185,0.08558,
route ~ + age + maritalStatus + origin + seatBelts,56.93404736,0.08505,
route ~ + maritalStatus + modelYear + origin + travelTime,56.88564377,0.08599,
route ~ + income + modelYear + sex + travelTime,56.89074881,0.08589,
route ~ + children + income + modelYear + travelTime,56.86480184,0.0864,
route ~ + children + income + maritalStatus + modelYear + origin,58.64408303,0.0907,
route ~ + income + maritalStatus + modelYear + origin + travelTime,58.76532288,0.08834,
route ~ + age + maritalStatus + seatBelts + sex + travelTime,58.8296068,0.08708,
route ~ + children + income + maritalStatus + modelYear + travelTime,58.65528099,0.09048,
route ~ + age + maritalStatus + origin,55.20887213,0.07969,
route ~ + age + maritalStatus + origin + sex + travelTime,58.90645814,0.08558,
route ~ + children + modelYear + origin + travelTime,56.918295,0.08535,
route ~ + income + modelYear + origin + sex + travelTime,58.83810221,0.08692,
route ~ + children + maritalStatus + modelYear + origin + travelTime,58.69824455,0.08964,
route ~ + income + modelYear + origin + travelTime,57.1351655,0.08113,
route ~ + age + maritalStatus + sex + travelTime,57.09008343,0.082,
route ~ + age + origin + travelTime,55.22111295,0.07945,
route ~ + age + maritalStatus + origin + seatBelts + travelTime,58.9170359,0.08538,
route ~ + modelYear + origin + travelTime,55.30974364,0.07772,
route ~ + children + income + modelYear + origin + travelTime,58.85188199,0.08665,
route ~ + age + maritalStatus + seatBelts + travelTime,57.08567171,0.08209,
route ~ + age + maritalStatus + origin + travelTime,57.20809549,0.0797,
route ~ + age + maritalStatus + travelTime,55.35237847,0.07689,
route ~ + maritalStatus + origin + passengers + seatBelts + sex,59.85583873,0.06708,
route ~ + maritalStatus + origin + passengers + sex + travelTime,59.88826262,0.06644,
route ~ + maritalStatus + origin + passengers + sex,57.94363932,0.06536,
route ~ + origin + passengers + seatBelts + sex,58.01323426,0.06401,
route ~ + origin + passengers + seatBelts + sex + travelTime,59.96104714,0.06503,
route ~ + children + origin + passengers + sex + travelTime,59.94430484,0.06535,
route ~ + origin + passengers + sex,56.10361726,0.06225,
route ~ + children + origin + passengers + seatBelts + sex,59.93627951,0.06551,
route ~ + children + origin + passengers + sex,58.00462979,0.06418,
route ~ + income + maritalStatus + origin + passengers + sex,59.93508609,0.06553,
route ~ + children + maritalStatus + origin + passengers + sex,59.92063174,0.06581,
route ~ + origin + passengers + sex + travelTime,58.07057978,0.06289,
route ~ + income + origin + passengers + seatBelts + sex,60.00782288,0.06411,
route ~ + income + origin + passengers + sex,58.09134662,0.06249,
route ~ + children + passengers + sex + travelTime,58.17058354,0.06094,
route ~ + children + income + origin + passengers + sex,60.00413629,0.06419,
route ~ + maritalStatus + passengers + seatBelts + sex + travelTime,60.09074473,0.0625,
route ~ + income + origin + passengers + sex + travelTime,60.05487073,0.0632,
route ~ + maritalStatus + origin + passengers + seatBelts,58.21185231,0.06014,
route ~ + maritalStatus + passengers + sex + travelTime,58.14935243,0.06135,
route ~ + children + passengers + seatBelts + sex + travelTime,60.13154808,0.0617,
route ~ + maritalStatus + passengers + sex,56.19740281,0.06042,
route ~ + children + passengers + sex,56.23130945,0.05976,
route ~ + children + maritalStatus + passengers + sex + travelTime,60.0855324,0.0626,
route ~ + maritalStatus + passengers + seatBelts + sex,58.15306792,0.06128,
route ~ + maritalStatus + origin + passengers + seatBelts + travelTime,60.19323679,0.0605,
route ~ + maritalStatus + origin + passengers,56.30373469,0.05834,
route ~ + income + maritalStatus + origin + passengers + seatBelts,60.18455138,0.06067,
route ~ + income + maritalStatus + origin + passengers,58.25536472,0.05929,
route ~ + children + passengers + seatBelts + sex,58.20232505,0.06032,
route ~ + children + maritalStatus + passengers + sex,58.15227631,0.0613,
route ~ + income + maritalStatus + passengers + sex + travelTime,60.1437649,0.06146,
route ~ + children + income + passengers + sex + travelTime,60.17001355,0.06095,
route ~ + children + maritalStatus + origin + passengers + seatBelts,60.19180646,0.06053,
route ~ + passengers + sex,54.36935238,0.05707,
route ~ + children + maritalStatus + passengers + seatBelts + sex,60.11826977,0.06196,
route ~ + income + maritalStatus + origin + passengers + travelTime,60.24235073,0.05954,
route ~ + income + maritalStatus + passengers + sex,58.19353069,0.06049,
route ~ + income + maritalStatus + passengers + seatBelts + sex,60.15256122,0.06129,
route ~ + passengers + seatBelts + sex + travelTime,58.28611781,0.05869,
route ~ + passengers + seatBelts + sex,56.32525387,0.05793,
route ~ + maritalStatus + origin + passengers + travelTime,58.29639368,0.05849,
route ~ + children + income + passengers + sex,58.23071972,0.05977,
route ~ + children + income + passengers + seatBelts + sex,60.199681,0.06037,
route ~ + children + maritalStatus + origin + passengers,58.27193511,0.05896,
route ~ + passengers + sex + travelTime,56.34036264,0.05763,
route ~ + children + income + maritalStatus + origin + passengers,60.24156279,0.05956,
route ~ + children + origin + passengers + seatBelts,58.37858724,0.05689,
route ~ + children + income + maritalStatus + passengers + sex,60.15227587,0.0613,
route ~ + children + maritalStatus + origin + passengers + travelTime,60.25828033,0.05923,
route ~ + children + origin + passengers,56.44473289,0.0556,
route ~ + children + origin + passengers + seatBelts + travelTime,60.36467854,0.05716,
route ~ + income + passengers + seatBelts + sex + travelTime,60.28335643,0.05874,
route ~ + children + income + origin + passengers + seatBelts,60.36290144,0.05719,
route ~ + income + passengers + sex + travelTime,58.33257342,0.05778,
route ~ + income + passengers + sex,56.36350531,0.05718,
route ~ + income + passengers + seatBelts + sex,58.32336624,0.05796,
route ~ + children + income + origin + passengers,58.41839682,0.05611,
route ~ + origin + passengers + seatBelts,56.51361196,0.05425,
route ~ + income + origin + passengers + seatBelts,58.46232134,0.05525,
route ~ + maritalStatus + passengers,54.54287771,0.05368,
route ~ + maritalStatus + passengers + seatBelts,56.49552442,0.05461,
route ~ + children + origin + passengers + travelTime,58.43791658,0.05573,
route ~ + income + origin + passengers,56.52660983,0.054,
route ~ + children + income + origin + passengers + travelTime,60.40907094,0.05629,
route ~ + income + maritalStatus + passengers,56.50800304,0.05436,
route ~ + income + origin + passengers + seatBelts + travelTime,60.45668954,0.05536,
route ~ + maritalStatus + passengers + seatBelts + travelTime,58.48522287,0.05481,
route ~ + children + maritalStatus + passengers + seatBelts + travelTime,60.43400828,0.05581,
route ~ + children + maritalStatus + passengers + seatBelts,58.45275929,0.05544,
route ~ + income + maritalStatus + passengers + seatBelts,58.47530282,0.055,
route ~ + children + maritalStatus + passengers,56.49044218,0.05471,
route ~ + income + maritalStatus + passengers + seatBelts + travelTime,60.46227135,0.05525,
route ~ + origin + passengers,54.59746987,0.05262,
route ~ + origin + passengers + seatBelts + travelTime,58.51138661,0.0543,
route ~ + income + maritalStatus + passengers + travelTime,58.49918658,0.05453,
route ~ + children + maritalStatus + passengers + travelTime,58.47779406,0.05495,
route ~ + income + origin + passengers + travelTime,58.52464805,0.05404,
route ~ + maritalStatus + passengers + travelTime,56.53784634,0.05378,
route ~ + children + income + maritalStatus + passengers + seatBelts,60.44491745,0.05559,
route ~ + children + income + maritalStatus + passengers,58.47440191,0.05502,
route ~ + children + income + maritalStatus + passengers + travelTime,60.45965111,0.05531,
route ~ + children + passengers,54.67103078,0.05118,
route ~ + children + passengers + seatBelts,56.64337015,0.05172,
route ~ + origin + passengers + travelTime,56.59743749,0.05262,
route ~ + children + passengers + seatBelts + travelTime,58.63412729,0.0519,
route ~ + children + passengers + travelTime,56.66502614,0.0513,
route ~ + children + income + passengers,56.65714283,0.05146,
route ~ + children + income + passengers + seatBelts,58.6356066,0.05188,
route ~ + children + income + passengers + seatBelts + travelTime,60.62539299,0.05207,
route ~ + children + income + passengers + travelTime,58.64957647,0.0516,
route ~ + income + passengers + seatBelts,56.78994651,0.04887,
route ~ + income + passengers,54.81413665,0.04839,
route ~ + income + passengers + seatBelts + travelTime,58.78880929,0.04889,
route ~ + passengers + seatBelts,54.830162,0.04808,
route ~ + income + passengers + travelTime,56.81372785,0.0484,
route ~ + passengers + seatBelts + travelTime,56.8300537,0.04808,
route ~ + passengers + travelTime,54.86764679,0.04735,
route ~ + passengers,52.86777437,0.04735,
route ~ + children + origin + seatBelts + sex + travelTime,62.30295245,0.01937,
route ~ + children + maritalStatus + origin + sex + travelTime,62.32335423,0.01897,
route ~ + children + origin + sex + travelTime,60.3839563,0.01779,
route ~ + children + maritalStatus + origin + seatBelts + sex,62.35002599,0.01845,
route ~ + children + maritalStatus + origin + sex,60.4015727,0.01745,
route ~ + children + origin + sex,58.4633515,0.01624,
route ~ + children + origin + seatBelts + sex,60.40525245,0.01738,
route ~ + origin + seatBelts + sex + travelTime,60.44665172,0.01657,
route ~ + origin + seatBelts + sex,58.51101433,0.01532,
route ~ + children + income + origin + sex + travelTime,62.38298351,0.01781,
route ~ + children + income + maritalStatus + origin + sex,62.40062819,0.01747,
route ~ + origin + sex,56.60033382,0.01357,
route ~ + income + origin + seatBelts + sex + travelTime,62.43325057,0.01683,
route ~ + children + maritalStatus + sex + travelTime,60.50164152,0.0155,
route ~ + maritalStatus + origin + seatBelts + sex + travelTime,62.44199089,0.01666,
route ~ + children + income + origin + seatBelts + sex,62.40443766,0.01739,
route ~ + children + sex + travelTime,58.55703309,0.01442,
route ~ + children + maritalStatus + seatBelts + sex + travelTime,62.4706227,0.0161,
route ~ + children + income + origin + sex,60.46146698,0.01628,
route ~ + children + seatBelts + sex + travelTime,60.52059439,0.01513,
route ~ + income + origin + seatBelts + sex,60.4984665,0.01556,
route ~ + maritalStatus + origin + seatBelts + sex,60.50310765,0.01547,
route ~ + origin + sex + travelTime,58.56078333,0.01435,
route ~ + children + income + maritalStatus + sex + travelTime,62.49943807,0.01554,
route ~ + income + maritalStatus + origin + seatBelts + sex,62.48946388,0.01574,
route ~ + children + maritalStatus + sex,58.59526758,0.01367,
route ~ + children + sex,56.65146959,0.01258,
route ~ + children + income + seatBelts + sex + travelTime,62.51670904,0.0152,
route ~ + income + origin + sex + travelTime,60.54102458,0.01473,
route ~ + income + origin + sex,58.581922,0.01393,
route ~ + children + income + sex + travelTime,60.55545347,0.01445,
route ~ + maritalStatus + origin + sex,58.59223894,0.01373,
route ~ + maritalStatus + origin + sex + travelTime,60.55502304,0.01446,
route ~ + income + maritalStatus + origin + sex + travelTime,62.53432969,0.01486,
route ~ + children + maritalStatus + seatBelts + sex,60.57847572,0.014,
route ~ + income + maritalStatus + origin + sex,60.57291828,0.01411,
route ~ + children + income + maritalStatus + sex,60.59394758,0.0137,
route ~ + children + seatBelts + sex,58.63111618,0.01297,
route ~ + children + income + maritalStatus + seatBelts + sex,62.57599196,0.01405,
route ~ + children + income + sex,58.65078634,0.01259,
route ~ + sex,54.84374297,0.00883,
route ~ + children + income + seatBelts + sex,60.62934646,0.01301,
route ~ + seatBelts + sex + travelTime,58.74134363,0.01083,
route ~ + sex + travelTime,56.79753623,0.00973,
route ~ + children + origin + seatBelts + travelTime,60.74760312,0.0107,
route ~ + children + income + origin + seatBelts + travelTime,62.72344187,0.01117,
route ~ + children + origin + seatBelts,58.78243972,0.01002,
route ~ + children + maritalStatus + origin + seatBelts + travelTime,62.73666675,0.01092,
route ~ + seatBelts + sex,56.80492853,0.00959,
route ~ + income + seatBelts + sex + travelTime,60.73889619,0.01087,
route ~ + maritalStatus + seatBelts + sex + travelTime,60.74007746,0.01085,
route ~ + children + income + origin + seatBelts,60.75885849,0.01048,
route ~ + children + income + maritalStatus + origin + seatBelts,62.74541329,0.01075,
route ~ + children + maritalStatus + origin + seatBelts,60.76931468,0.01028,
route ~ + children + origin,56.84171618,0.00887,
route ~ + income + maritalStatus + seatBelts + sex + travelTime,62.73743398,0.0109,
route ~ + children + income + origin,58.81050756,0.00948,
route ~ + children + income + origin + travelTime,60.78804512,0.00991,
route ~ + children + income + maritalStatus + origin + travelTime,62.77243564,0.01022,
route ~ + income + sex + travelTime,58.79191274,0.00984,
route ~ + children + origin + travelTime,58.82075893,0.00928,
route ~ + maritalStatus + sex + travelTime,58.7955657,0.00977,
route ~ + children + income + maritalStatus + origin,60.79370673,0.0098,
route ~ + children + maritalStatus + origin,58.82491247,0.0092,
route ~ + children + maritalStatus + origin + travelTime,60.80542882,0.00958,
route ~ + maritalStatus + seatBelts + sex,58.80202169,0.00964,
route ~ + income + seatBelts + sex,58.80241355,0.00963,
route ~ + income + maritalStatus + sex + travelTime,60.78968515,0.00988,
route ~ + maritalStatus + sex,56.84042022,0.00889,
route ~ + income + sex,56.8385522,0.00893,
route ~ + income + maritalStatus + seatBelts + sex,60.79927132,0.0097,
route ~ + income + maritalStatus + sex,58.83496706,0.009,
route ~ + income + origin + seatBelts,58.89215433,0.00789,
route ~ + income + origin + seatBelts + travelTime,60.87794093,0.00816,
route ~ + income + maritalStatus + origin + seatBelts + travelTime,62.8765715,0.00819,
route ~ + income + maritalStatus + origin + seatBelts,60.89144864,0.0079,
route ~ + origin + seatBelts,56.96050906,0.00655,
route ~ + income + origin,56.96506641,0.00646,
route ~ + children,55.02800074,0.00524,
route ~ + origin + seatBelts + travelTime,58.95067606,0.00674,
route ~ + maritalStatus + origin + seatBelts,58.95803842,0.0066,
route ~ + income + origin + travelTime,58.95994231,0.00656,
route ~ + maritalStatus + origin + seatBelts + travelTime,60.94704436,0.00682,
route ~ + children + seatBelts + travelTime,58.9702434,0.00636,
route ~ + income + maritalStatus + origin,58.96472709,0.00647,
route ~ + children + travelTime,57.0002235,0.00578,
route ~ + children + income + seatBelts + travelTime,60.96193818,0.00652,
route ~ + children + maritalStatus + seatBelts + travelTime,60.96372502,0.00649,
route ~ + income + maritalStatus + origin + travelTime,60.95938605,0.00657,
route ~ + children + income + maritalStatus + seatBelts + travelTime,62.95494297,0.00666,
route ~ + origin,55.04932594,0.00482,
route ~ + children + income + travelTime,58.98713297,0.00603,
route ~ + children + seatBelts,57.0071953,0.00564,
route ~ + children + maritalStatus + travelTime,58.99134051,0.00595,
route ~ + children + income + maritalStatus + travelTime,60.97789428,0.00621,
route ~ + children + maritalStatus,57.01766434,0.00544,
route ~ + children + maritalStatus + seatBelts,58.99870228,0.00581,
route ~ + children + income,57.01602532,0.00547,
route ~ + children + income + seatBelts,58.9991035,0.0058,
route ~ + children + income + maritalStatus + seatBelts,60.99023545,0.00597,
route ~ + children + income + maritalStatus,59.00546089,0.00568,
route ~ + origin + travelTime,57.04730865,0.00486,
route ~ + maritalStatus + origin,57.04781032,0.00485,
route ~ + maritalStatus + origin + travelTime,59.04546302,0.0049,
route ~ + income + maritalStatus + seatBelts + travelTime,61.20122161,0.00186,
route ~ + income + seatBelts + travelTime,59.20889575,0.00171,
route ~ + income + maritalStatus + seatBelts,59.21373277,0.00162,
route ~ + income + seatBelts,57.21979738,0.0015,
route ~ + income + maritalStatus + travelTime,59.2335941,0.00123,
route ~ + income + travelTime,57.23913446,0.00112,
route ~ + income + maritalStatus,57.24046165,0.0011,
route ~ + income,55.24516929,0.001,
route ~ + maritalStatus + seatBelts + travelTime,59.24214273,0.00106,
route ~ + maritalStatus + seatBelts,57.25247595,0.00086,
route ~ + seatBelts + travelTime,57.2530756,0.00085,
route ~ + seatBelts,55.26144112,0.00069,
route ~ + maritalStatus + travelTime,57.2852247,0.00022,
route ~ + maritalStatus,55.2895919,0.00014,
route ~ + travelTime,55.29317333,7.00E-05,
